,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2
18134,8175,15,Vasco,Amarelo,Lucas Piton,6.0,Zagueiro,49,,,,,,
18135,8175,15,America-MG,Vermelho,Iago Maidana,3.0,Zagueiro,45+5,,,,,,
18136,8175,15,America-MG,Amarelo,Óscar Méndez,23.0,Meio-campo,80,,,,,,
18137,8175,15,Vasco,Amarelo,Sergio Antonio De Luiz Junior,70.0,Meio-campo,81,,,,,,
18138,8245,22,Sao Paulo,Amarelo,Jonathan Calleri,9.0,Atacante,83,,,,,,
18139,8245,22,Coritiba,Amarelo,Henrique Adriano Buss,3.0,Zagueiro,83,,,,,,
18140,8245,22,Coritiba,Amarelo,Robson Fernandes,30.0,Meio-campo,6,,,,,,
18141,8245,22,Sao Paulo,Amarelo,Luan Vinícius da Silva Santos,8.0,Meio-campo,58,,,,,,
18142,8245,22,Coritiba,Amarelo,Victor Luis,26.0,Zagueiro,69,,,,,,
18143,8266,25,Flamengo,Amarelo,Thiago Maia,8.0,Meio-campo,24,,,,,,
18144,8266,25,Bahia,Amarelo,Yago Rocha,20.0,Meio-campo,60,,,,,,
18145,8266,25,Bahia,Vermelho,Kanu,4.0,Zagueiro,49,,,,,,
18146,8266,25,Bahia,Amarelo,Julio Cesar de Rezende Miranda,5.0,Meio-campo,61,,,,,,
18147,8267,25,Gremio,Amarelo,Lucas Besozzi,22.0,Atacante,74,,,,,,
18148,8267,25,Fortaleza,Amarelo,Marcelo da Conceição Benevenuto Malaquias,5.0,Zagueiro,90+6,,,,,,
18149,8267,25,Gremio,Amarelo,Nathan,14.0,Meio-campo,59,,,,,,
18150,8268,25,Sao Paulo,Amarelo,Gabriel Neves,20.0,Meio-campo,90+5,,,,,,
18151,8268,25,Sao Paulo,Amarelo,Lucas Beraldo,35.0,Zagueiro,52,,,,,,
18152,8268,25,Sao Paulo,Amarelo,Wellington Rato,27.0,Meio-campo,24,,,,,,
18153,8268,25,Corinthians,Amarelo,Ángel Romero,11.0,Meio-campo,33,,,,,,
18154,8268,25,Sao Paulo,Amarelo,Rafinha,13.0,Zagueiro,55,,,,,,
18155,8268,25,Sao Paulo,Amarelo,Jonathan Calleri,9.0,Atacante,45+3,,,,,,
18156,8268,25,Corinthians,Amarelo,Gustavo Mosquito,19.0,Meio-campo,38,,,,,,
18157,8269,25,Cuiaba,Amarelo,Alan Empereur,33.0,Zagueiro,53,,,,,,
18158,8269,25,Fluminense,Amarelo,Lima,45.0,Meio-campo,60,,,,,,
18159,8269,25,Fluminense,Amarelo,Martinelli,8.0,Meio-campo,17,,,,,,
18160,8269,25,Cuiaba,Amarelo,Fernando Sobral,88.0,Meio-campo,62,,,,,,
18161,8269,25,Cuiaba,Amarelo,Lucas Mineiro,31.0,Meio-campo,39,,,,,,
18162,8269,25,Fluminense,Amarelo,Thiago dos Santos,29.0,Zagueiro,22,,,,,,
18163,8269,25,Fluminense,Vermelho,Martinelli,8.0,Meio-campo,40,,,,,,
18164,8270,25,Atletico-MG,Amarelo,Paulinho,10.0,Meio-campo,78,,,,,,
18165,8270,25,Internacional,Vermelho,Hugo Mallo,2.0,Zagueiro,90+9,,,,,,
18166,8270,25,Internacional,Amarelo,Igor Gomes,21.0,Zagueiro,78,,,,,,
18167,8271,25,Cruzeiro,Amarelo,Wesley Ribeiro Silva,11.0,Meio-campo,38,,,,,,
18168,8271,25,America-MG,Amarelo,Alexandre Egea,16.0,Meio-campo,90+1,,,,,,
18169,8271,25,America-MG,Amarelo,Esteban Burgos,26.0,Zagueiro,18,,,,,,
18170,8271,25,Cruzeiro,Amarelo,Bruno Rodrigues,9.0,Atacante,81,,,,,,
18171,8271,25,Cruzeiro,Amarelo,Matheus Jussa,18.0,Meio-campo,30,,,,,,
18172,8271,25,America-MG,Amarelo,Washington Aguerre,93.0,Goleiro,81,,,,,,
18173,8271,25,Cruzeiro,Vermelho,Fernando Henrique Pereira,15.0,Meio-campo,90+4,,,,,,
18174,8273,25,Santos,Amarelo,João Paulo,34.0,Goleiro,60,,,,,,
18175,8273,25,Santos,Amarelo,Tomás Rincón,25.0,Meio-campo,45+6,,,,,,
18176,8273,25,Vasco,Amarelo,Sebastián Ferreira,9.0,Atacante,55,,,,,,
18177,8273,25,Santos,Vermelho,Rodrigo Fernández,14.0,Meio-campo,61,,,,,,
18178,8273,25,Vasco,Vermelho,Gary Medel,17.0,Zagueiro,60,,,,,,
18179,8273,25,Santos,Amarelo,Douglas Moreira,19.0,Meio-campo,90+8,,,,,,
18180,8273,25,Santos,Amarelo,Yeferson Soteldo,10.0,Atacante,60,,,,,,
18181,8273,25,Santos,Amarelo,José Rodolfo Pires Ribeiro,16.0,Zagueiro,24,,,,,,
18182,8273,25,Santos,Vermelho,Lucas Rafael Araújo Lima,23.0,Meio-campo,60,,,,,,
18183,8272,25,Coritiba,Amarelo,Marcelino Moreno,10.0,Meio-campo,39,,,,,,
18184,8272,25,Athletico-PR,Amarelo,Tomás Cuello,28.0,Atacante,81,,,,,,
18185,8272,25,Athletico-PR,Amarelo,Carlos de Menezes Júnior,25.0,Zagueiro,12,,,,,,
18186,8272,25,Coritiba,Amarelo,Diogo de Oliveira Barbosa,18.0,Meio-campo,57,,,,,,
18187,8272,25,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,88,,,,,,
18188,8272,25,Athletico-PR,Amarelo,Agustín Canobbio,14.0,Meio-campo,52,,,,,,
18189,8274,25,Bragantino,Amarelo,Cleiton Schwengber,1.0,Goleiro,90+3,,,,,,
18190,8274,25,Bragantino,Amarelo,Aderlan Silva,13.0,Zagueiro,75,,,,,,
18191,8274,25,Palmeiras,Amarelo,Vanderlan,6.0,Zagueiro,43,,,,,,
18192,8274,25,Bragantino,Amarelo,Thiago Borbas,18.0,Atacante,90+7,,,,,,
18193,8274,25,Bragantino,Amarelo,Lucas Evangelista,8.0,Meio-campo,76,,,,,,
18194,8274,25,Palmeiras,Amarelo,Luan Garcia Teixeira,13.0,Zagueiro,90+7,,,,,,
18195,8275,25,Botafogo-RJ,Amarelo,João Victor Santos Sá,7.0,Meio-campo,75,,,,,,
18196,8275,25,Botafogo-RJ,Amarelo,Lucas Perri,12.0,Goleiro,15,,,,,,
18197,8275,25,Goias,Amarelo,Lucas Halter,3.0,Zagueiro,90+3,,,,,,
18198,8275,25,Goias,Amarelo,Allano,77.0,Atacante,15,,,,,,
18199,8275,25,Botafogo-RJ,Amarelo,Tiquinho Soares,9.0,Atacante,87,,,,,,
18200,8275,25,Botafogo-RJ,Amarelo,Diego Costa,19.0,Atacante,50,,,,,,
18201,8275,25,Goias,Amarelo,Magno Jose da Silva,2.0,Zagueiro,90+3,,,,,,
18202,8275,25,Goias,Amarelo,Everton Morelli,40.0,Meio-campo,45+1,,,,,,
18203,8276,26,Goias,Amarelo,Lucas Halter,3.0,Zagueiro,25,,,,,,
18204,8276,26,Bahia,Amarelo,Julio Cesar de Rezende Miranda,5.0,Meio-campo,34,,,,,,
18205,8276,26,Goias,Amarelo,Bruno Santos,13.0,Meio-campo,85,,,,,,
18206,8276,26,Bahia,Amarelo,Gabriel Teixeira,10.0,Atacante,84,,,,,,
18207,8277,26,Vasco,Amarelo,Maicon Pereira Roque,4.0,Zagueiro,73,,,,,,
18208,8277,26,Vasco,Amarelo,Paulinho,18.0,Meio-campo,37,,,,,,
18209,8277,26,Vasco,Amarelo,Figueiredo,15.0,Atacante,90+5,,,,,,
18210,8277,26,Vasco,Amarelo,Leonardo Pinheiro,3.0,Zagueiro,45,,,,,,
18211,8277,26,Sao Paulo,Amarelo,Nathan,45.0,Zagueiro,45+2,,,,,,
18212,8278,26,Corinthians,Amarelo,Fagner,23.0,Zagueiro,58,,,,,,
18213,8278,26,Corinthians,Amarelo,Gabriel Moscardo,44.0,Meio-campo,33,,,,,,
18214,8278,26,Flamengo,Amarelo,Léo Pereira,4.0,Zagueiro,77,,,,,,
18215,8278,26,Corinthians,Amarelo,Lucas Veríssimo,3.0,Zagueiro,52,,,,,,
18216,8278,26,Flamengo,Amarelo,Bruno Henrique,27.0,Meio-campo,90+4,,,,,,
18217,8278,26,Flamengo,Amarelo,Erick Pulgar,5.0,Meio-campo,41,,,,,,
18218,8279,26,Internacional,Amarelo,Nicolás Hernández,22.0,Zagueiro,90+3,,,,,,
18219,8279,26,Internacional,Amarelo,Igor Gomes,21.0,Zagueiro,82,,,,,,
18220,8279,26,Internacional,Amarelo,Gabriel Mercado,25.0,Zagueiro,39,,,,,,
18221,8279,26,Gremio,Amarelo,Pedro Geromel,3.0,Zagueiro,90+4,,,,,,
18222,8279,26,Gremio,Amarelo,Aldemir Ferreira,10.0,Atacante,52,,,,,,
18223,8279,26,Internacional,Amarelo,Enner Valencia,13.0,Atacante,90+1,,,,,,
18224,8279,26,Internacional,Amarelo,Renê Rodrigues Martins,6.0,Zagueiro,66,,,,,,
18225,8279,26,Internacional,Amarelo,Johnny Cardoso,30.0,Meio-campo,14,,,,,,
18226,8279,26,Gremio,Amarelo,Mathías Villasanti,20.0,Meio-campo,63,,,,,,
18227,8279,26,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,28,,,,,,
18228,8281,26,Fluminense,Amarelo,Keno,11.0,Meio-campo,38,,,,,,
18229,8281,26,Botafogo-RJ,Amarelo,Danilo Neves,6.0,Meio-campo,25,,,,,,
18230,8281,26,Fluminense,Amarelo,John Kennedy,9.0,Atacante,45+4,,,,,,
18231,8281,26,Botafogo-RJ,Amarelo,Marlon Freitas,17.0,Meio-campo,35,,,,,,
18232,8280,26,Palmeiras,Amarelo,Richard Ríos,27.0,Meio-campo,90+5,,,,,,
18233,8280,26,Santos,Amarelo,Guilherme Camacho,29.0,Meio-campo,73,,,,,,
18234,8280,26,Santos,Amarelo,Tomás Rincón,25.0,Meio-campo,41,,,,,,
18235,8280,26,Palmeiras,Amarelo,José Rafael Vivian,8.0,Meio-campo,14,,,,,,
18236,8280,26,Santos,Amarelo,Alfredo Morelos,22.0,Atacante,42,,,,,,
18237,8282,26,Bragantino,Amarelo,Aderlan Silva,13.0,Zagueiro,67,,,,,,
18238,8282,26,Bragantino,Amarelo,Hélio Junio Nunes de Castro,11.0,Meio-campo,10,,,,,,
18239,8282,26,Athletico-PR,Amarelo,Fernandinho,5.0,Meio-campo,45+3,,,,,,
18240,8282,26,Bragantino,Amarelo,Raul,23.0,Meio-campo,79,,,,,,
18241,8282,26,Bragantino,Amarelo,Juninho Capixaba,29.0,Zagueiro,14,,,,,,
18242,8282,26,Athletico-PR,Amarelo,Agustín Canobbio,14.0,Meio-campo,90+1,,,,,,
18243,8283,26,Atletico-MG,Amarelo,Otávio Henrique Passos Santos,5.0,Meio-campo,88,,,,,,
18244,8283,26,Coritiba,Amarelo,Henrique Adriano Buss,3.0,Zagueiro,72,,,,,,
18245,8283,26,Atletico-MG,Amarelo,Mauricio Lemos,28.0,Zagueiro,90+3,,,,,,
18246,8283,26,Coritiba,Amarelo,Robson Fernandes,30.0,Meio-campo,83,,,,,,
18247,8284,26,Fortaleza,Amarelo,Emanuel Brítez,19.0,Zagueiro,16,,,,,,
18248,8284,26,Fortaleza,Amarelo,Imanol Machuca,39.0,Meio-campo,53,,,,,,
18249,8284,26,America-MG,Amarelo,Ricardo Silva,45.0,Zagueiro,41,,,,,,
18250,8285,26,Cruzeiro,Amarelo,Oliveira,6.0,Meio-campo,82,,,,,,
18251,8285,26,Cruzeiro,Amarelo,Arthur Gomes,19.0,Atacante,1,,,,,,
18252,8285,26,Cruzeiro,Amarelo,Machado,23.0,Meio-campo,45+2,,,,,,
18253,8286,27,Gremio,Amarelo,Luis Alberto Suárez,9.0,Atacante,44,,,,,,
18254,8286,27,Athletico-PR,Amarelo,Tomás Cuello,28.0,Meio-campo,85,,,,,,
18255,8286,27,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,57,,,,,,
18256,8286,27,Athletico-PR,Amarelo,Agustín Canobbio,14.0,Atacante,25,,,,,,
18257,8286,27,Gremio,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,58,,,,,,
18258,8286,27,Athletico-PR,Amarelo,Kaique Rocha,4.0,Zagueiro,90+5,,,,,,
18259,8286,27,Athletico-PR,Amarelo,Lucas Esquivel,37.0,Zagueiro,73,,,,,,
18260,8286,27,Athletico-PR,Amarelo,Alex Paulo Menezes Santana,80.0,Meio-campo,53,,,,,,
18261,8286,27,Gremio,Vermelho,Reinaldo Manoel da Silva,6.0,Zagueiro,90+7,,,,,,
18262,8287,27,Cuiaba,Amarelo,Alan Empereur,33.0,Zagueiro,19,,,,,,
18263,8287,27,Cuiaba,Amarelo,Raniele,14.0,Meio-campo,74,,,,,,
18264,8288,27,Botafogo-RJ,Amarelo,Júnior Santos,37.0,Meio-campo,60,,,,,,
18265,8288,27,America-MG,Amarelo,Alexandre Egea,16.0,Meio-campo,72,,,,,,
18266,8289,27,Goias,Amarelo,Sidimar Fernando Sigolini,4.0,Zagueiro,74,,,,,,
18267,8289,27,Goias,Amarelo,Willian,12.0,Meio-campo,15,,,,,,
18268,8289,27,Sao Paulo,Amarelo,Caio Paulista,38.0,Zagueiro,26,,,,,,
18269,8289,27,Goias,Amarelo,Matheus Babi,9.0,Atacante,90+6,,,,,,
18270,8289,27,Goias,Amarelo,Allano,77.0,Atacante,26,,,,,,
18271,8289,27,Sao Paulo,Amarelo,Pablo Maia,29.0,Meio-campo,36,,,,,,
18272,8289,27,Sao Paulo,Amarelo,Rafinha,13.0,Zagueiro,24,,,,,,
18273,8291,27,Vasco,Amarelo,Mateus Carvalho,85.0,Meio-campo,83,,,,,,
18274,8291,27,Vasco,Amarelo,Gabriel Pec,11.0,Atacante,3,,,,,,
18275,8291,27,Fortaleza,Amarelo,Gonzalo Escobar,33.0,Zagueiro,44,,,,,,
18276,8291,27,Vasco,Amarelo,Marlon Gomes,25.0,Meio-campo,24,,,,,,
18277,8291,27,Fortaleza,Amarelo,Yago Pikachu,22.0,Meio-campo,54,,,,,,
18278,8290,27,Bahia,Amarelo,Julio Cesar de Rezende Miranda,5.0,Meio-campo,30,,,,,,
18279,8290,27,Internacional,Vermelho,Lucca Holanda Sampaio Tavares,45.0,Atacante,83,,,,,,
18280,8290,27,Internacional,Amarelo,Vitão,44.0,Zagueiro,52,,,,,,
18281,8293,27,Cruzeiro,Amarelo,Marlon Rodrigues Xavier,3.0,Zagueiro,70,,,,,,
18282,8293,27,Cruzeiro,Amarelo,Helibelton Palacios,24.0,Zagueiro,38,,,,,,
18283,8293,27,Flamengo,Amarelo,Thiago Maia,8.0,Meio-campo,3,,,,,,
18284,8293,27,Cruzeiro,Amarelo,Wesley Ribeiro Silva,11.0,Atacante,68,,,,,,
18285,8293,27,Flamengo,Amarelo,Agustín Rossi,17.0,Goleiro,78,,,,,,
18286,8292,27,Palmeiras,Amarelo,Endrick,9.0,Meio-campo,90,,,,,,
18287,8292,27,Palmeiras,Amarelo,Jhonatan dos Santos Rosa,40.0,Meio-campo,55,,,,,,
18288,8292,27,Palmeiras,Amarelo,Kevin,37.0,Meio-campo,20,,,,,,
18289,8292,27,Atletico-MG,Amarelo,Matías Zaracho,15.0,Meio-campo,70,,,,,,
18290,8292,27,Palmeiras,Amarelo,Fabinho,35.0,Meio-campo,90+8,,,,,,
18291,8292,27,Palmeiras,Amarelo,Gustavo Gómez,15.0,Zagueiro,69,,,,,,
18292,8292,27,Palmeiras,Amarelo,Rony,10.0,Atacante,45+6,,,,,,
18293,8292,27,Atletico-MG,Amarelo,Rubens,44.0,Meio-campo,74,,,,,,
18294,8292,27,Atletico-MG,Amarelo,Alan Franco Palma,23.0,Meio-campo,57,,,,,,
18295,8294,27,Santos,Amarelo,Douglas Moreira,19.0,Meio-campo,66,,,,,,
18296,8294,27,Santos,Amarelo,João Paulo,34.0,Goleiro,26,,,,,,
18297,8294,27,Santos,Amarelo,Gustavo Nonato,7.0,Meio-campo,90+6,,,,,,
18298,8294,27,Santos,Amarelo,Jean Lucas Oliveira,8.0,Meio-campo,44,,,,,,
18299,8294,27,Bragantino,Amarelo,Luan Patrick,30.0,Zagueiro,45+4,,,,,,
18300,8295,27,Fluminense,Amarelo,Lima,45.0,Meio-campo,71,,,,,,
18301,8295,27,Fluminense,Amarelo,Germán Cano,14.0,Atacante,48,,,,,,
18302,8295,27,Fluminense,Amarelo,Marcelo Vieira da Silva Júnior,12.0,Zagueiro,29,,,,,,
18303,8295,27,Corinthians,Amarelo,Pedro Henrique Silva dos Santos,27.0,Meio-campo,36,,,,,,
18304,8295,27,Fluminense,Vermelho,Thiago dos Santos,29.0,Meio-campo,65,,,,,,
18305,8295,27,Fluminense,Amarelo,Thiago dos Santos,29.0,Meio-campo,64,,,,,,
18306,8295,27,Fluminense,Amarelo,Felipe Melo,30.0,Zagueiro,33,,,,,,
18307,8295,27,Corinthians,Amarelo,Yuri Alberto,9.0,Atacante,41,,,,,,
18308,8295,27,Corinthians,Amarelo,Maycon de Andrade Barberan,7.0,Meio-campo,19,,,,,,
18309,8295,27,Fluminense,Vermelho,Felipe Melo,30.0,Zagueiro,71,,,,,,
18310,8296,28,Cuiaba,Amarelo,Rikelme,20.0,Zagueiro,28,,,,,,
18311,8296,28,Goias,Amarelo,Raphael Guzzo,5.0,Meio-campo,72,,,,,,
18312,8296,28,Goias,Amarelo,Tadeu Antonio Ferreira,23.0,Goleiro,90+1,,,,,,
18313,8296,28,Goias,Amarelo,Everton Morelli,40.0,Meio-campo,35,,,,,,
18314,8297,28,Sao Paulo,Amarelo,Pablo Maia,29.0,Meio-campo,43,,,,,,
18315,8297,28,Gremio,Amarelo,Josué,48.0,Meio-campo,69,,,,,,
18316,8297,28,Gremio,Amarelo,Luis Alberto Suárez,9.0,Atacante,89,,,,,,
18317,8297,28,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,21,,,,,,
18318,8298,28,Bahia,Amarelo,Danilo Fernandes,1.0,Goleiro,90,,,,,,
18319,8298,28,Bahia,Amarelo,Cauly,8.0,Meio-campo,59,,,,,,
18320,8298,28,Bahia,Amarelo,Raul Gustavo Pereira Bicalho,34.0,Zagueiro,35,,,,,,
18321,8298,28,Fortaleza,Amarelo,Cristian Chagas Tarouco,4.0,Zagueiro,90,,,,,,
18322,8298,28,Fortaleza,Amarelo,Lucas Sasha,88.0,Meio-campo,45+4,,,,,,
18323,8298,28,Bahia,Amarelo,Thaciano,16.0,Meio-campo,62,,,,,,
18324,8298,28,Bahia,Amarelo,Yago Rocha,20.0,Meio-campo,45,,,,,,
18325,8298,28,Bahia,Amarelo,Camilo Cándido,38.0,Zagueiro,16,,,,,,
18326,8298,28,Fortaleza,Amarelo,Bruno Pacheco,6.0,Zagueiro,64,,,,,,
18327,8298,28,Fortaleza,Amarelo,Emanuel Brítez,19.0,Zagueiro,44,,,,,,
18328,8300,28,Atletico-MG,Amarelo,Matías Zaracho,15.0,Meio-campo,57,,,,,,
18329,8300,28,Cruzeiro,Amarelo,Rafael Elias,40.0,Atacante,90,,,,,,
18330,8300,28,Cruzeiro,Amarelo,Neris,27.0,Zagueiro,39,,,,,,
18331,8300,28,Atletico-MG,Amarelo,Mauricio Lemos,28.0,Zagueiro,90,,,,,,
18332,8300,28,Atletico-MG,Amarelo,Bruno Fuchs,3.0,Zagueiro,41,,,,,,
18333,8300,28,Cruzeiro,Amarelo,Matheus Jussa,18.0,Meio-campo,42,,,,,,
18334,8301,28,Vasco,Amarelo,Paulinho,18.0,Meio-campo,90+5,,,,,,
18335,8301,28,Flamengo,Amarelo,Fabrício Bruno,15.0,Zagueiro,23,,,,,,
18336,8301,28,Vasco,Amarelo,Paulo,96.0,Zagueiro,33,,,,,,
18337,8302,28,Internacional,Amarelo,Renê Rodrigues Martins,6.0,Zagueiro,45+1,,,,,,
18338,8302,28,Santos,Amarelo,Gustavo Nonato,7.0,Meio-campo,85,,,,,,
18339,8303,28,Bragantino,Amarelo,Lucas Evangelista,8.0,Meio-campo,77,,,,,,
18340,8303,28,Bragantino,Amarelo,Matheus Fernandes,35.0,Meio-campo,39,,,,,,
18341,8303,28,Fluminense,Amarelo,Samuel Xavier,2.0,Zagueiro,45+5,,,,,,
18342,8303,28,Bragantino,Amarelo,Vitor Hugo Naum dos Santos,28.0,Meio-campo,45+2,,,,,,
18343,8303,28,Fluminense,Amarelo,Jhon Arias,21.0,Meio-campo,87,,,,,,
18344,8305,28,Corinthians,Amarelo,Fagner,23.0,Zagueiro,41,,,,,,
18345,8305,28,America-MG,Amarelo,Wellington Paulista,9.0,Atacante,90+9,,,,,,
18346,8305,28,Corinthians,Amarelo,Wesley Gassova,36.0,Meio-campo,89,,,,,,
18347,8305,28,America-MG,Amarelo,Esteban Burgos,26.0,Zagueiro,90+10,,,,,,
18348,8305,28,America-MG,Amarelo,Ricardo Silva,45.0,Zagueiro,72,,,,,,
18349,8304,28,Palmeiras,Amarelo,Richard Ríos,27.0,Meio-campo,35,,,,,,
18350,8304,28,Coritiba,Amarelo,Natanael,16.0,Zagueiro,90+3,,,,,,
18351,8299,28,Botafogo-RJ,Amarelo,João Victor Santos Sá,7.0,Meio-campo,75,,,,,,
18352,8299,28,Athletico-PR,Amarelo,Kaique Rocha,4.0,Zagueiro,38,,,,,,
18353,8299,28,Botafogo-RJ,Amarelo,Carlos Eduardo de Oliveira Alves,33.0,Meio-campo,49,,,,,,
18354,8306,29,Bragantino,Amarelo,Aderlan Silva,13.0,Zagueiro,44,,,,,,
18355,8306,29,Atletico-MG,Amarelo,Cristian Pavón,9.0,Meio-campo,90+1,,,,,,
18356,8306,29,Atletico-MG,Amarelo,Renzo Saravia,26.0,Zagueiro,63,,,,,,
18357,8306,29,Bragantino,Amarelo,Léo Ortiz,3.0,Zagueiro,34,,,,,,
18358,8306,29,Atletico-MG,Amarelo,Éverson Felipe Marques Pires,22.0,Goleiro,83,,,,,,
18359,8306,29,Atletico-MG,Amarelo,Otávio Henrique Passos Santos,5.0,Meio-campo,44,,,,,,
18360,8307,29,America-MG,Amarelo,Nicolas,30.0,Zagueiro,90+3,,,,,,
18361,8308,29,Fluminense,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,67,,,,,,
18362,8308,29,Fluminense,Amarelo,Marlon,4.0,Zagueiro,26,,,,,,
18363,8308,29,Goias,Amarelo,Guilherme,60.0,Meio-campo,19,,,,,,
18364,8308,29,Fluminense,Amarelo,André,7.0,Meio-campo,89,,,,,,
18365,8308,29,Fluminense,Amarelo,Germán Cano,14.0,Atacante,52,,,,,,
18366,8308,29,Goias,Amarelo,Julián Palacios,10.0,Atacante,51,,,,,,
18367,8310,29,Palmeiras,Amarelo,Endrick,9.0,Atacante,44,,,,,,
18368,8310,29,Sao Paulo,Amarelo,Wellington Rato,27.0,Meio-campo,79,,,,,,
18369,8310,29,Sao Paulo,Amarelo,Lucas Beraldo,35.0,Zagueiro,25,,,,,,
18370,8310,29,Palmeiras,Amarelo,Raphael Cavalcante Veiga,23.0,Meio-campo,45+10,,,,,,
18371,8310,29,Palmeiras,Amarelo,José Rafael Vivian,8.0,Meio-campo,21,,,,,,
18372,8310,29,Sao Paulo,Amarelo,Rafinha,13.0,Zagueiro,45+2,,,,,,
18373,8310,29,Sao Paulo,Vermelho,Rafinha,13.0,Zagueiro,61,,,,,,
18374,8309,29,Cruzeiro,Amarelo,Lucas Silva Borges,16.0,Meio-campo,27,,,,,,
18375,8309,29,Bahia,Amarelo,Camilo Cándido,38.0,Zagueiro,63,,,,,,
18376,8309,29,Cruzeiro,Amarelo,Machado,23.0,Meio-campo,75,,,,,,
18377,8309,29,Bahia,Amarelo,Cauly,8.0,Meio-campo,90,,,,,,
18378,8311,29,Gremio,Amarelo,Aldemir Ferreira,10.0,Atacante,47,,,,,,
18379,8311,29,Flamengo,Amarelo,Éverton Ribeiro,7.0,Meio-campo,90,,,,,,
18380,8311,29,Flamengo,Amarelo,Léo Pereira,4.0,Zagueiro,64,,,,,,
18381,8311,29,Gremio,Amarelo,Pedro Geromel,3.0,Zagueiro,78,,,,,,
18382,8311,29,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,26,,,,,,
18383,8311,29,Flamengo,Amarelo,Luiz Araújo,31.0,Atacante,84,,,,,,
18384,8311,29,Flamengo,Amarelo,Erick Pulgar,5.0,Meio-campo,24,,,,,,
18385,8312,29,Cuiaba,Amarelo,Fernando Sobral,88.0,Meio-campo,45,,,,,,
18386,8312,29,Corinthians,Amarelo,Fábio Santos,6.0,Zagueiro,90+7,,,,,,
18387,8312,29,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,4.0,Zagueiro,90+9,,,,,,
18388,8312,29,Corinthians,Amarelo,Bruno Méndez,25.0,Zagueiro,75,,,,,,
18389,8313,29,Vasco,Amarelo,Erick Marcus,16.0,Atacante,88,,,,,,
18390,8313,29,Vasco,Amarelo,Zé Gabriel,23.0,Meio-campo,37,,,,,,
18391,8313,29,Internacional,Amarelo,Gabriel Mercado,25.0,Zagueiro,80,,,,,,
18392,8313,29,Internacional,Amarelo,Wanderson,11.0,Meio-campo,51,,,,,,
18393,8313,29,Vasco,Vermelho,Erick Marcus,16.0,Atacante,90+5,,,,,,
18394,8313,29,Vasco,Amarelo,Paulinho,18.0,Meio-campo,48,,,,,,
18395,8313,29,Internacional,Amarelo,Carlos de Pena,14.0,Meio-campo,90+7,,,,,,
18396,8313,29,Internacional,Amarelo,Sergio Rochet,33.0,Goleiro,59,,,,,,
18397,8313,29,Vasco,Vermelho,Paulinho,18.0,Meio-campo,90+1,,,,,,
18398,8314,29,Santos,Amarelo,Joaquim Henrique,28.0,Zagueiro,42,,,,,,
18399,8314,29,Coritiba,Amarelo,Matheus Bianqui,17.0,Meio-campo,60,,,,,,
18400,8314,29,Coritiba,Amarelo,Willian Farias,8.0,Meio-campo,8,,,,,,
18401,8314,29,Coritiba,Vermelho,Willian Farias,8.0,Meio-campo,38,,,,,,
18402,8314,29,Santos,Amarelo,Julio Furch,11.0,Atacante,86,,,,,,
18403,8314,29,Coritiba,Amarelo,Fransérgio,15.0,Meio-campo,71,,,,,,
18404,8314,29,Coritiba,Amarelo,Robson Fernandes,30.0,Meio-campo,36,,,,,,
18405,8317,30,Gremio,Amarelo,Pepê,23.0,Meio-campo,75,,,,,,
18406,8317,30,Gremio,Amarelo,Gabriel Grando,12.0,Goleiro,90,,,,,,
18407,8316,30,Bahia,Amarelo,Everaldo Stum,9.0,Atacante,77,,,,,,
18408,8316,30,Bahia,Amarelo,Nicolás Acevedo,26.0,Meio-campo,9,,,,,,
18409,8316,30,Palmeiras,Amarelo,Fabinho,35.0,Meio-campo,50,,,,,,
18410,8316,30,Bahia,Amarelo,Kanu,4.0,Zagueiro,45+3,,,,,,
18411,8316,30,Bahia,Vermelho,Nicolás Acevedo,26.0,Meio-campo,90,,,,,,
18412,8318,30,Atletico-MG,Amarelo,Rubens,44.0,Meio-campo,52,,,,,,
18413,8318,30,Fluminense,Amarelo,Leanderson da Silva Genésio,18.0,Atacante,49,,,,,,
18414,8318,30,Atletico-MG,Amarelo,Jemerson de Jesus Nascimento,34.0,Zagueiro,59,,,,,,
18415,8319,30,Athletico-PR,Amarelo,Hugo Moura,17.0,Meio-campo,57,,,,,,
18416,8319,30,Sao Paulo,Amarelo,Luciano da Rocha Neves,10.0,Meio-campo,68,,,,,,
18417,8319,30,Sao Paulo,Amarelo,Erison Danilo de Souza,49.0,Atacante,24,,,,,,
18418,8319,30,Sao Paulo,Amarelo,Rafael Pires Monteiro,23.0,Goleiro,90+3,,,,,,
18419,8319,30,Sao Paulo,Amarelo,Nathan,45.0,Zagueiro,55,,,,,,
